source,target,weight
Flavonoids,phenolic,1
Flavonoids,phlorizin,1
Flavonoids,glutathione disulfide,1
Flavonoids,GSH,1
Flavonoids,MDA,1
Flavonoids,dexamethasone,1
Flavonoids,tropane alkaloid scopolamine,1
Flavonoids,beta-secretase,1
glycoside derivatives,compounds,1
glycoside derivatives,Phytochemicals,1
glycoside derivatives,phenolic acids,1
glycoside derivatives,Flavonoids,1
glycoside derivatives,Esculetin,1
glycoside derivatives,quercetin 3-O-beta-D-glucuronide,1
glycoside derivatives,Mass Spectrometry,1
glycoside derivatives,kaempferol-3-O-glucuronide,1
glycoside derivatives,esculetin,1
glycoside derivatives,Enzymes,1
glycoside derivatives,assay,1
glycoside derivatives,collagenase,1
glycoside derivatives,elastase,1
glycoside derivatives,hyaluronidase,1
Esculetin,compounds,1
Esculetin,Phytochemicals,1
Esculetin,phenolic acids,1
Esculetin,Flavonoids,1
Esculetin,glycoside derivatives,1
Esculetin,quercetin 3-O-beta-D-glucuronide,1
Esculetin,Mass Spectrometry,1
Esculetin,kaempferol-3-O-glucuronide,1
Esculetin,esculetin,1
Esculetin,Enzymes,1
Esculetin,assay,1
Esculetin,collagenase,1
Esculetin,elastase,1
Esculetin,hyaluronidase,1
quercetin 3-O-beta-D-glucuronide,compounds,1
quercetin 3-O-beta-D-glucuronide,Phytochemicals,1
quercetin 3-O-beta-D-glucuronide,phenolic acids,1
quercetin 3-O-beta-D-glucuronide,Flavonoids,1
quercetin 3-O-beta-D-glucuronide,glycoside derivatives,1
quercetin 3-O-beta-D-glucuronide,Esculetin,1
quercetin 3-O-beta-D-glucuronide,Mass Spectrometry,1
quercetin 3-O-beta-D-glucuronide,kaempferol-3-O-glucuronide,1
quercetin 3-O-beta-D-glucuronide,esculetin,1
quercetin 3-O-beta-D-glucuronide,Enzymes,1
quercetin 3-O-beta-D-glucuronide,assay,1
quercetin 3-O-beta-D-glucuronide,collagenase,1
quercetin 3-O-beta-D-glucuronide,elastase,1
quercetin 3-O-beta-D-glucuronide,hyaluronidase,1
Mass Spectrometry,compounds,2
Mass Spectrometry,"Spectroscopy, Fourier Transform Infrared",1
Mass Spectrometry,X-Ray Diffraction,1
Mass Spectrometry,Phytochemicals,1
Mass Spectrometry,phenolic acids,1
Mass Spectrometry,Flavonoids,1
Mass Spectrometry,glycoside derivatives,1
Mass Spectrometry,Esculetin,1
Mass Spectrometry,quercetin 3-O-beta-D-glucuronide,1
Mass Spectrometry,kaempferol-3-O-glucuronide,1
Mass Spectrometry,esculetin,1
Mass Spectrometry,Enzymes,1
Mass Spectrometry,assay,1
Mass Spectrometry,collagenase,1
Mass Spectrometry,elastase,1
Mass Spectrometry,hyaluronidase,1
Mass Spectrometry,iron,1
Mass Spectrometry,Schiff Bases,1
Mass Spectrometry,magnetite,1
Mass Spectrometry,M,1
Mass Spectrometry,ferric ion,1
Mass Spectrometry,Scanning electron microscopy,1
Mass Spectrometry,cells,1
kaempferol-3-O-glucuronide,compounds,1
kaempferol-3-O-glucuronide,Phytochemicals,1
kaempferol-3-O-glucuronide,phenolic acids,1
kaempferol-3-O-glucuronide,Flavonoids,1
kaempferol-3-O-glucuronide,glycoside derivatives,1
kaempferol-3-O-glucuronide,Esculetin,1
kaempferol-3-O-glucuronide,quercetin 3-O-beta-D-glucuronide,1
kaempferol-3-O-glucuronide,Mass Spectrometry,1
kaempferol-3-O-glucuronide,esculetin,1
kaempferol-3-O-glucuronide,Enzymes,1
kaempferol-3-O-glucuronide,assay,1
kaempferol-3-O-glucuronide,collagenase,1
kaempferol-3-O-glucuronide,elastase,1
kaempferol-3-O-glucuronide,hyaluronidase,1
esculetin,compounds,1
esculetin,Phytochemicals,1
esculetin,phenolic acids,1
esculetin,Flavonoids,1
esculetin,glycoside derivatives,1
esculetin,Esculetin,1
esculetin,quercetin 3-O-beta-D-glucuronide,1
esculetin,Mass Spectrometry,1
esculetin,kaempferol-3-O-glucuronide,1
esculetin,Enzymes,1
esculetin,assay,1
esculetin,collagenase,1
esculetin,elastase,1
esculetin,hyaluronidase,1
Enzymes,compounds,1
Enzymes,Phytochemicals,1
Enzymes,phenolic acids,1
Enzymes,Flavonoids,1
Enzymes,glycoside derivatives,1
Enzymes,Esculetin,1
Enzymes,quercetin 3-O-beta-D-glucuronide,1
Enzymes,Mass Spectrometry,1
Enzymes,kaempferol-3-O-glucuronide,1
Enzymes,esculetin,1
Enzymes,assay,1
Enzymes,collagenase,1
Enzymes,elastase,1
Enzymes,hyaluronidase,1
Enzymes,MitoP-2,1
Enzymes,staining,1
Enzymes,nitroreductase,1
Enzymes,enzymatic assays,1
Enzymes,Phosphonates,1
assay,compounds,1
assay,studies,1
assay,Phytochemicals,2
assay,phenolic acids,1
assay,Flavonoids,2
assay,glycoside derivatives,1
assay,Esculetin,1
assay,quercetin 3-O-beta-D-glucuronide,1
assay,Mass Spectrometry,1
assay,kaempferol-3-O-glucuronide,1
assay,esculetin,1
assay,Enzymes,1
assay,collagenase,1
assay,elastase,1
assay,hyaluronidase,1
assay,LC-MS/MS,1
assay,Phlorizin,1
assay,phenolic,1
assay,phlorizin,1
assay,glutathione disulfide,1
assay,GSH,1
assay,MDA,1
assay,dexamethasone,1
assay,tropane alkaloid scopolamine,1
assay,beta-secretase,1
collagenase,compounds,1
collagenase,Phytochemicals,1
collagenase,phenolic acids,1
collagenase,Flavonoids,1
collagenase,glycoside derivatives,1
collagenase,Esculetin,1
collagenase,quercetin 3-O-beta-D-glucuronide,1
collagenase,Mass Spectrometry,1
collagenase,kaempferol-3-O-glucuronide,1
collagenase,esculetin,1
collagenase,Enzymes,1
collagenase,assay,1
collagenase,elastase,1
collagenase,hyaluronidase,1
elastase,compounds,1
elastase,Phytochemicals,1
elastase,phenolic acids,1
elastase,Flavonoids,1
elastase,glycoside derivatives,1
elastase,Esculetin,1
elastase,quercetin 3-O-beta-D-glucuronide,1
elastase,Mass Spectrometry,1
elastase,kaempferol-3-O-glucuronide,1
elastase,esculetin,1
elastase,Enzymes,1
elastase,assay,1
elastase,collagenase,1
elastase,hyaluronidase,1
hyaluronidase,compounds,1
hyaluronidase,Phytochemicals,1
hyaluronidase,phenolic acids,1
hyaluronidase,Flavonoids,1
hyaluronidase,glycoside derivatives,1
hyaluronidase,Esculetin,1
hyaluronidase,quercetin 3-O-beta-D-glucuronide,1
hyaluronidase,Mass Spectrometry,1
hyaluronidase,kaempferol-3-O-glucuronide,1
hyaluronidase,esculetin,1
hyaluronidase,Enzymes,1
hyaluronidase,assay,1
hyaluronidase,collagenase,1
hyaluronidase,elastase,1
manganese oxide,Materials,1
manganese oxide,Metals,1
manganese oxide,heavy metals,1
manganese oxide,Pb2+,1
manganese oxide,manganese,1
heavy metals,Materials,1
heavy metals,Metals,1
heavy metals,manganese oxide,1
heavy metals,Pb2+,1
heavy metals,manganese,1
Pb2+,Materials,1
Pb2+,Metals,1
Pb2+,Ions,1
Pb2+,manganese oxide,1
Pb2+,heavy metals,1
Pb2+,manganese,1
Pb2+,Carbon,1
Pb2+,water,1
Pb2+,X-Ray Photoelectron Spectroscopy,1
Pb2+,cupric cation,1
Pb2+,ethylenediamine,1
manganese,Materials,3
manganese,Metals,1
manganese,X-Ray Diffraction,1
manganese,manganese oxide,1
manganese,heavy metals,1
manganese,Pb2+,1
manganese,"Chemistry Techniques, Analytical",1
manganese,lithium,1
manganese,nickel,1
manganese,metal oxide,1
manganese,oxygen,1
manganese,soft X-ray absorption spectroscopy,1
manganese,Electrons,1
manganese,nitrides,1
manganese,ammonia,1
manganese,in situ neutron diffraction studies,1
Anions,phosphorus,1
Anions,Solutions,1
Anions,cellulose,1
Anions,analysis,1
Anions,hydroxyl,1
Anions,amine,1
Anions,sulfur,1
Anions,carboxyl functional,1
Anions,crystal violet,1
Anions,Congo red,1
Anions,CR,1
Anions,Phosphonates,1
Anions,metal oxide,1
Anions,oxygen,1
Anions,graphene oxide,1
Anions,graphene,1
Anions,electrochemical,1
Anions,Oxides,1
Anions,moduli,1
Anions,phosphoryl chloride,1
Anions,hexachlorocyclotriphosphazene,1
Anions,modified cellulose,1
Anions,carboxymethylcellulose analogues,1
hydroxyl,Solutions,1
hydroxyl,analysis,1
hydroxyl,Anions,1
hydroxyl,amine,1
hydroxyl,sulfur,1
hydroxyl,carboxyl functional,1
hydroxyl,crystal violet,1
hydroxyl,Congo red,1
hydroxyl,CR,1
amine,Solutions,1
amine,analysis,1
amine,Anions,1
amine,hydroxyl,1
amine,sulfur,1
amine,carboxyl functional,1
amine,crystal violet,1
amine,Congo red,1
amine,CR,1
sulfur,Solutions,1
sulfur,analysis,1
sulfur,Anions,1
sulfur,hydroxyl,1
sulfur,amine,1
sulfur,carboxyl functional,1
sulfur,crystal violet,1
sulfur,Congo red,1
sulfur,CR,1
carboxyl functional,Solutions,1
carboxyl functional,analysis,1
carboxyl functional,Anions,1
carboxyl functional,hydroxyl,1
carboxyl functional,amine,1
carboxyl functional,sulfur,1
carboxyl functional,crystal violet,1
carboxyl functional,Congo red,1
carboxyl functional,CR,1
crystal violet,Solutions,1
crystal violet,analysis,1
crystal violet,Anions,1
crystal violet,hydroxyl,1
crystal violet,amine,1
crystal violet,sulfur,1
crystal violet,carboxyl functional,1
crystal violet,Congo red,1
crystal violet,CR,1
Congo red,Solutions,1
Congo red,analysis,1
Congo red,Anions,1
Congo red,hydroxyl,1
Congo red,amine,1
Congo red,sulfur,1
Congo red,carboxyl functional,1
Congo red,crystal violet,1
Congo red,CR,1
CR,Solutions,1
CR,analysis,1
CR,Anions,1
CR,hydroxyl,1
CR,amine,1
CR,sulfur,1
CR,carboxyl functional,1
CR,crystal violet,1
CR,Congo red,1
natural material,Materials,1
natural material,Metals,1
natural material,Laboratory Procedures,1
MitoP-2,Enzymes,1
MitoP-2,staining,1
MitoP-2,nitroreductase,1
MitoP-2,enzymatic assays,1
MitoP-2,Phosphonates,1
staining,Enzymes,1
staining,MitoP-2,1
staining,nitroreductase,1
staining,enzymatic assays,1
staining,Phosphonates,1
nitroreductase,Enzymes,1
nitroreductase,MitoP-2,1
nitroreductase,staining,1
nitroreductase,enzymatic assays,1
nitroreductase,Phosphonates,1
enzymatic assays,Enzymes,1
enzymatic assays,MitoP-2,1
enzymatic assays,staining,1
enzymatic assays,nitroreductase,1
enzymatic assays,Phosphonates,1
Phosphonates,phosphorus,1
Phosphonates,cellulose,1
Phosphonates,Enzymes,1
Phosphonates,Anions,1
Phosphonates,MitoP-2,1
Phosphonates,staining,1
Phosphonates,nitroreductase,1
Phosphonates,enzymatic assays,1
Phosphonates,metal oxide,1
Phosphonates,phosphoryl chloride,1
Phosphonates,hexachlorocyclotriphosphazene,1
Phosphonates,modified cellulose,1
Phosphonates,carboxymethylcellulose analogues,1
bio-oil,"Spectroscopy, Fourier Transform Infrared",1
bio-oil,"Chemistry Techniques, Analytical",1
bio-oil,gas chromatography-mass spectrometry,1
bio-oil,scanning electron microscopy,1
bio-oil,Biofuels,1
bio-oil,Carbon,1
bio-oil,activated carbon,1
bio-oil,fossil,1
bio-oil,high oxygen content,1
bio-oil,Oils,1
bio-oil,oxygenated compounds,1
bio-oil,HDO,1
bio-oil,coke,1
"Chemistry Techniques, Analytical",Materials,1
"Chemistry Techniques, Analytical","Spectroscopy, Fourier Transform Infrared",1
"Chemistry Techniques, Analytical",X-Ray Diffraction,1
"Chemistry Techniques, Analytical",manganese,1
"Chemistry Techniques, Analytical",bio-oil,1
"Chemistry Techniques, Analytical",gas chromatography-mass spectrometry,1
"Chemistry Techniques, Analytical",scanning electron microscopy,1
"Chemistry Techniques, Analytical",Biofuels,1
"Chemistry Techniques, Analytical",Carbon,1
"Chemistry Techniques, Analytical",activated carbon,1
"Chemistry Techniques, Analytical",X-Ray Photoelectron Spectroscopy,1
"Chemistry Techniques, Analytical",copper,1
"Chemistry Techniques, Analytical",H2O2,1
"Chemistry Techniques, Analytical",phenol,1
"Chemistry Techniques, Analytical",catechol,1
"Chemistry Techniques, Analytical",hydroquinone,1
"Chemistry Techniques, Analytical",simple centrifugation,1
"Chemistry Techniques, Analytical",nickel,1
"Chemistry Techniques, Analytical",metal oxide,1
"Chemistry Techniques, Analytical",oxygen,1
"Chemistry Techniques, Analytical",soft X-ray absorption spectroscopy,1
"Chemistry Techniques, Analytical",Electrons,1
gas chromatography-mass spectrometry,"Spectroscopy, Fourier Transform Infrared",1
gas chromatography-mass spectrometry,bio-oil,1
gas chromatography-mass spectrometry,"Chemistry Techniques, Analytical",1
gas chromatography-mass spectrometry,scanning electron microscopy,1
gas chromatography-mass spectrometry,Biofuels,1
gas chromatography-mass spectrometry,Carbon,1
gas chromatography-mass spectrometry,activated carbon,1
scanning electron microscopy,Materials,2
scanning electron microscopy,compounds,1
scanning electron microscopy,Spectrum Analysis,1
scanning electron microscopy,polysaccharides,1
scanning electron microscopy,alginate,1
scanning electron microscopy,Freeze Drying,1
scanning electron microscopy,"Spectroscopy, Fourier Transform Infrared",4
scanning electron microscopy,analysis,2
scanning electron microscopy,X-Ray Diffraction,5
scanning electron microscopy,bio-oil,1
scanning electron microscopy,"Chemistry Techniques, Analytical",1
scanning electron microscopy,gas chromatography-mass spectrometry,1
scanning electron microscopy,Biofuels,1
scanning electron microscopy,Carbon,1
scanning electron microscopy,activated carbon,1
scanning electron microscopy,BDT,1
scanning electron microscopy,succinic anhydride,1
scanning electron microscopy,"1,4-butanediol",1
scanning electron microscopy,water,3
scanning electron microscopy,bismuth chloride,1
scanning electron microscopy,water vapor,1
scanning electron microscopy,Biopolymers,2
scanning electron microscopy,crystallinity,1
scanning electron microscopy,gelatin,1
scanning electron microscopy,Alkynes,1
scanning electron microscopy,X-Ray Photoelectron Spectroscopy,1
scanning electron microscopy,samples,2
scanning electron microscopy,Molecule,1
scanning electron microscopy,benzoic acid,1
scanning electron microscopy,para-hydroxybenzoic acid,1
scanning electron microscopy,"3,4-dihydroxybenzoic acid",1
scanning electron microscopy,Dielectric Spectroscopy,1
scanning electron microscopy,iron,1
scanning electron microscopy,"Spectrum Analysis, Raman",1
scanning electron microscopy,alpha-chitin,1
scanning electron microscopy,Crystallography,1
scanning electron microscopy,TEM,1
scanning electron microscopy,titania,1
scanning electron microscopy,carboxymethylcellulose,1
scanning electron microscopy,Thermogravimetry,2
scanning electron microscopy,transmission electron microscopy,1
scanning electron microscopy,anatase,1
scanning electron microscopy,rutile,1
scanning electron microscopy,Fe3O4,1
scanning electron microscopy,magnetite,1
scanning electron microscopy,sonochemical procedure,1
scanning electron microscopy,4-nitrophenol,1
scanning electron microscopy,salicylic acid,1
scanning electron microscopy,naproxen,1
scanning electron microscopy,ketoprofen,1
scanning electron microscopy,Fourier transform infrared spectrometry,1
Biofuels,cellulose,1
Biofuels,"Spectroscopy, Fourier Transform Infrared",1
Biofuels,bio-oil,1
Biofuels,"Chemistry Techniques, Analytical",1
Biofuels,gas chromatography-mass spectrometry,1
Biofuels,scanning electron microscopy,1
Biofuels,Carbon,1
Biofuels,activated carbon,1
Biofuels,fossil,1
Biofuels,pretreatment,1
Biofuels,Chemical fractionation,1
Biofuels,crystallinity,1
Biofuels,advantages/disadvantages,1
Carbon,Materials,1
Carbon,Ions,1
Carbon,"Spectroscopy, Fourier Transform Infrared",1
Carbon,Laboratory Procedures,1
Carbon,Pb2+,1
Carbon,bio-oil,1
Carbon,"Chemistry Techniques, Analytical",1
Carbon,gas chromatography-mass spectrometry,1
Carbon,scanning electron microscopy,1
Carbon,Biofuels,1
Carbon,activated carbon,2
Carbon,water,1
Carbon,X-Ray Photoelectron Spectroscopy,1
Carbon,catechol,1
Carbon,Electrons,1
Carbon,samples,1
Carbon,Chemical method,1
Carbon,charge transfer,1
Carbon,catechol oxidation,1
Carbon,tap water,1
Carbon,cupric cation,1
Carbon,ethylenediamine,1
activated carbon,Materials,1
activated carbon,"Spectroscopy, Fourier Transform Infrared",1
activated carbon,Laboratory Procedures,1
activated carbon,bio-oil,1
activated carbon,"Chemistry Techniques, Analytical",1
activated carbon,gas chromatography-mass spectrometry,1
activated carbon,scanning electron microscopy,1
activated carbon,Biofuels,1
activated carbon,Carbon,2
activated carbon,catechol,1
activated carbon,Electrons,1
activated carbon,samples,1
activated carbon,Chemical method,1
activated carbon,charge transfer,1
activated carbon,catechol oxidation,1
activated carbon,tap water,1
waste product,Materials,1
waste product,Solutions,1
waste product,cellulose,1
waste product,hydrate,1
waste product,chemical extraction,1
waste product,Microscopic observations,1
waste product,methylene blue,1
hydrate,Materials,1
hydrate,Solutions,1
hydrate,cellulose,1
hydrate,waste product,1
hydrate,chemical extraction,1
hydrate,Microscopic observations,1
hydrate,methylene blue,1
hydrate,Methane,1
chemical extraction,Materials,1
chemical extraction,Solutions,1
chemical extraction,cellulose,1
chemical extraction,waste product,1
chemical extraction,hydrate,1
chemical extraction,Microscopic observations,1
chemical extraction,methylene blue,1
Microscopic observations,Materials,1
Microscopic observations,Solutions,1
Microscopic observations,cellulose,1
Microscopic observations,waste product,1
Microscopic observations,hydrate,1
Microscopic observations,chemical extraction,1
Microscopic observations,methylene blue,1
methylene blue,Materials,2
methylene blue,Solutions,2
methylene blue,cellulose,1
methylene blue,waste product,1
methylene blue,hydrate,1
methylene blue,chemical extraction,1
methylene blue,Microscopic observations,1
methylene blue,clay,1
methylene blue,Biopolymers,1
methylene blue,electron microscopy analysis,1
methylene blue,Phenol,1
methylene blue,Moroccan,1
methylene blue,AG,1
methylene blue,OP,1
methylene blue,solid-liquid,1
methylene blue,sorption,1
"Crystallography, X-Ray",compounds,2
"Crystallography, X-Ray",Spectrum Analysis,1
"Crystallography, X-Ray",MIC,1
"Crystallography, X-Ray",MBC,1
"Crystallography, X-Ray",Alkynes,1
"Crystallography, X-Ray",Alkenes,1
"Crystallography, X-Ray",Oxides,1
"Crystallography, X-Ray",Isoxazoles,1
"Crystallography, X-Ray",Aldehydes,1
"Crystallography, X-Ray",hydroxylamine hydrochloride,1
"Crystallography, X-Ray",5b,1
MIC,Materials,1
MIC,compounds,1
MIC,Spectrum Analysis,1
MIC,X-Ray Diffraction,1
MIC,"Crystallography, X-Ray",1
MIC,MBC,2
MIC,metal oxide,1
MIC,neodymium,1
MIC,Oxides,1
MIC,ZnO,1
MIC,infrared spectroscopy,1
MBC,Materials,1
MBC,compounds,1
MBC,Spectrum Analysis,1
MBC,X-Ray Diffraction,1
MBC,"Crystallography, X-Ray",1
MBC,MIC,2
MBC,metal oxide,1
MBC,neodymium,1
MBC,Oxides,1
MBC,ZnO,1
MBC,infrared spectroscopy,1
BDT,Materials,1
BDT,X-Ray Diffraction,1
BDT,scanning electron microscopy,1
BDT,succinic anhydride,1
BDT,"1,4-butanediol",1
BDT,water,1
BDT,bismuth chloride,1
BDT,water vapor,1
succinic anhydride,Materials,1
succinic anhydride,X-Ray Diffraction,1
succinic anhydride,scanning electron microscopy,1
succinic anhydride,BDT,1
succinic anhydride,"1,4-butanediol",1
succinic anhydride,water,1
succinic anhydride,bismuth chloride,1
succinic anhydride,water vapor,1
"1,4-butanediol",Materials,1
"1,4-butanediol",X-Ray Diffraction,1
"1,4-butanediol",scanning electron microscopy,1
"1,4-butanediol",BDT,1
"1,4-butanediol",succinic anhydride,1
"1,4-butanediol",water,1
"1,4-butanediol",bismuth chloride,1
"1,4-butanediol",water vapor,1
water,Materials,1
water,Spectrum Analysis,2
water,alginate,1
water,Ions,1
water,cellulose,1
water,"Spectroscopy, Fourier Transform Infrared",1
water,analysis,1
water,X-Ray Diffraction,4
water,Pb2+,1
water,scanning electron microscopy,3
water,Carbon,1
water,BDT,1
water,succinic anhydride,1
water,"1,4-butanediol",1
water,bismuth chloride,1
water,water vapor,1
water,Biopolymers,1
water,Phosphates,3
water,slurry,1
water,sedimentation,1
water,Chemical fractionation,1
water,Alkynes,1
water,reactions,1
water,X-Ray Photoelectron Spectroscopy,1
water,Molecule,1
water,benzoic acid,1
water,"Spectrum Analysis, Raman",1
water,alpha-chitin,1
water,wood,1
water,Lignin,3
water,hemicellulose,1
water,aromatic,2
water,furan compounds,1
water,5-hydroxymethylfurfural,1
water,vanillin,2
water,syringaldehyde,2
water,Oxides,2
water,Microscopy,1
water,aryl bromides,1
water,cupric cation,1
water,size exclusion chromatography,1
water,aromatic compounds,1
water,salicylic acid,1
water,naproxen,1
water,ketoprofen,1
water,Fourier transform infrared spectrometry,1
water,alpha-amino acid derivative,1
water,perfluorocarbons,1
water,Singlet oxygen lifetime,1
water,perfluorodecalin,1
water,acetone,2
water,nitriles,1
water,palladium,2
water,amides,1
water,Aldehydes,2
water,nanostructured pyrophosphate,1
water,chlorides,1
water,aryl boronic acids,1
water,straw,1
water,water-soluble oligomers,1
water,ethylenediamine,1
bismuth chloride,Materials,1
bismuth chloride,X-Ray Diffraction,1
bismuth chloride,scanning electron microscopy,1
bismuth chloride,BDT,1
bismuth chloride,succinic anhydride,1
bismuth chloride,"1,4-butanediol",1
bismuth chloride,water,1
bismuth chloride,water vapor,1
water vapor,Materials,1
water vapor,X-Ray Diffraction,1
water vapor,scanning electron microscopy,1
water vapor,BDT,1
water vapor,succinic anhydride,1
water vapor,"1,4-butanediol",1
water vapor,water,1
water vapor,bismuth chloride,1
crystallised,Na+,1
crystallised,Ca2,1
Na+,crystallised,1
Na+,Ca2,1
Ca2,crystallised,1
Ca2,Na+,1
clay,Solutions,1
clay,methylene blue,1
clay,Biopolymers,1
Biopolymers,Materials,1
Biopolymers,Spectrum Analysis,1
Biopolymers,polysaccharides,1
Biopolymers,alginate,1
Biopolymers,Solutions,1
Biopolymers,Freeze Drying,1
Biopolymers,"Spectroscopy, Fourier Transform Infrared",2
Biopolymers,analysis,1
Biopolymers,X-Ray Diffraction,2
Biopolymers,scanning electron microscopy,2
Biopolymers,methylene blue,1
Biopolymers,water,1
Biopolymers,clay,1
Biopolymers,gelatin,1
Biopolymers,Alkynes,1
Biopolymers,samples,1
Biopolymers,alpha-chitin,1
Biopolymers,Crystallography,1
Biopolymers,TEM,1
Biopolymers,titania,1
Biopolymers,carboxymethylcellulose,1
Biopolymers,Thermogravimetry,1
Biopolymers,transmission electron microscopy,1
Biopolymers,anatase,1
Biopolymers,rutile,1
Phosphates,water,3
Phosphates,slurry,1
Phosphates,sedimentation,1
Phosphates,reactions,1
Phosphates,aromatic,1
Phosphates,aryl bromides,1
Phosphates,acetone,2
Phosphates,nitriles,1
Phosphates,palladium,2
Phosphates,amides,1
Phosphates,chlorides,1
Phosphates,aryl boronic acids,1
slurry,water,1
slurry,Phosphates,1
slurry,sedimentation,1
sedimentation,water,1
sedimentation,Phosphates,1
sedimentation,slurry,1
fossil,cellulose,1
fossil,bio-oil,1
fossil,Biofuels,1
fossil,pretreatment,1
fossil,Chemical fractionation,1
fossil,crystallinity,1
fossil,advantages/disadvantages,1
fossil,high oxygen content,1
fossil,Oils,1
fossil,oxygenated compounds,1
fossil,HDO,1
fossil,coke,1
pretreatment,cellulose,1
pretreatment,Biofuels,1
pretreatment,fossil,1
pretreatment,Chemical fractionation,1
pretreatment,crystallinity,1
pretreatment,advantages/disadvantages,1
pretreatment,sugars,1
pretreatment,furfural,1
pretreatment,hot water,1
pretreatment,organic acids,1
pretreatment,substance,1
Chemical fractionation,cellulose,2
Chemical fractionation,Biofuels,1
Chemical fractionation,water,1
Chemical fractionation,fossil,1
Chemical fractionation,pretreatment,1
Chemical fractionation,crystallinity,1
Chemical fractionation,advantages/disadvantages,1
Chemical fractionation,wood,1
Chemical fractionation,Lignin,1
Chemical fractionation,hemicellulose,1
Chemical fractionation,aromatic,1
Chemical fractionation,furan compounds,1
Chemical fractionation,5-hydroxymethylfurfural,1
Chemical fractionation,vanillin,1
Chemical fractionation,syringaldehyde,1
crystallinity,Ions,1
crystallinity,cellulose,1
crystallinity,"Spectroscopy, Fourier Transform Infrared",1
crystallinity,X-Ray Diffraction,1
crystallinity,scanning electron microscopy,1
crystallinity,Biofuels,1
crystallinity,fossil,1
crystallinity,pretreatment,1
crystallinity,Chemical fractionation,1
crystallinity,advantages/disadvantages,1
crystallinity,X-Ray Photoelectron Spectroscopy,1
crystallinity,samples,1
crystallinity,perovskite,1
crystallinity,Crystallography,1
crystallinity,photoluminescence technique,1
crystallinity,Thermogravimetry,1
crystallinity,Fe3O4,1
crystallinity,magnetite,1
crystallinity,sonochemical procedure,1
crystallinity,4-nitrophenol,1
advantages/disadvantages,cellulose,1
advantages/disadvantages,Biofuels,1
advantages/disadvantages,fossil,1
advantages/disadvantages,pretreatment,1
advantages/disadvantages,Chemical fractionation,1
advantages/disadvantages,crystallinity,1
butanol extract,compounds,1
butanol extract,Phytochemicals,1
butanol extract,phenolic acids,1
butanol extract,Flavonoids,1
butanol extract,gelatin,1
butanol extract,insulin,1
butanol extract,amino acids,1
butanol extract,fatty acids,1
butanol extract,carbohydrates,1
gelatin,Materials,1
gelatin,compounds,1
gelatin,polysaccharides,1
gelatin,alginate,1
gelatin,Freeze Drying,1
gelatin,"Spectroscopy, Fourier Transform Infrared",1
gelatin,X-Ray Diffraction,1
gelatin,Phytochemicals,1
gelatin,phenolic acids,1
gelatin,Flavonoids,1
gelatin,scanning electron microscopy,1
gelatin,Biopolymers,1
gelatin,butanol extract,1
gelatin,insulin,1
gelatin,amino acids,1
gelatin,fatty acids,1
gelatin,carbohydrates,1
gelatin,samples,1
gelatin,Crystallography,1
gelatin,TEM,1
gelatin,titania,1
gelatin,carboxymethylcellulose,1
gelatin,Thermogravimetry,1
gelatin,transmission electron microscopy,1
gelatin,anatase,1
gelatin,rutile,1
insulin,compounds,1
insulin,Phytochemicals,1
insulin,phenolic acids,1
insulin,Flavonoids,1
insulin,butanol extract,1
insulin,gelatin,1
insulin,amino acids,1
insulin,fatty acids,1
insulin,carbohydrates,1
amino acids,compounds,1
amino acids,Phytochemicals,1
amino acids,phenolic acids,1
amino acids,Flavonoids,1
amino acids,butanol extract,1
amino acids,gelatin,1
amino acids,insulin,1
amino acids,fatty acids,1
amino acids,carbohydrates,1
fatty acids,compounds,1
fatty acids,"Spectroscopy, Fourier Transform Infrared",1
fatty acids,Phytochemicals,1
fatty acids,phenolic acids,1
fatty acids,Flavonoids,1
fatty acids,butanol extract,1
fatty acids,gelatin,1
fatty acids,insulin,1
fatty acids,amino acids,1
fatty acids,carbohydrates,1
fatty acids,samples,1
fatty acids,Oils,1
fatty acids,Moroccan,1
fatty acids,peroxide value,1
fatty acids,spectrophotometric indices,1
fatty acids,sterols,1
fatty acids,tocopherol,1
fatty acids,PCA,1
fatty acids,chemical profiling,1
fatty acids,gamma-tocopherol,1
fatty acids,delta-tocopherol,1
fatty acids,22-dien-3 beta-ol,1
fatty acids,stearic acid,1
fatty acids,linoleic acid,1
carbohydrates,compounds,1
carbohydrates,Phytochemicals,1
carbohydrates,phenolic acids,1
carbohydrates,Flavonoids,1
carbohydrates,butanol extract,1
carbohydrates,gelatin,1
carbohydrates,insulin,1
carbohydrates,amino acids,1
carbohydrates,fatty acids,1
Alkynes,compounds,1
Alkynes,Spectrum Analysis,1
Alkynes,Solutions,1
Alkynes,"Spectroscopy, Fourier Transform Infrared",1
Alkynes,analysis,1
Alkynes,X-Ray Diffraction,1
Alkynes,scanning electron microscopy,1
Alkynes,"Crystallography, X-Ray",1
Alkynes,water,1
Alkynes,Biopolymers,1
Alkynes,reactions,1
Alkynes,Alkenes,2
Alkynes,NaCl,1
Alkynes,halogen bonding,1
Alkynes,chloride ions,1
Alkynes,alpha-chitin,1
Alkynes,unsaturated lactones,1
Alkynes,amino group,1
Alkynes,Oxides,1
Alkynes,Isoxazoles,1
Alkynes,Aldehydes,1
Alkynes,hydroxylamine hydrochloride,1
Alkynes,5b,1
reactions,Solutions,1
reactions,water,1
reactions,Phosphates,1
reactions,Alkynes,1
